text,label
"Why did President Biden barely address the border crisis last night? 

Because he created it and has no plan to fix it.",MISINFORMED_OR_POTENTIALLY_MISLEADING
"Kamala Harris has been border crisis manager for over 50 days.
 
Meanwhile, border encounters reached a 20-year high, 1,500 illegal immigrants escape into the U.S. per day, and criminal activity has boomed.
 
And she still hasn’t even visited the border.",MISINFORMED_OR_POTENTIALLY_MISLEADING
"California Democrats

➡️ Attack energy jobs in California
➡️ Refuse to send kids back to school
➡️ Neglect massive increases in homelessness

It’s time for a change in Sacramento.  ",MISINFORMED_OR_POTENTIALLY_MISLEADING
"President Biden canceled an American pipeline and eliminated good-paying jobs. Now he is letting Vladimir Putin have a pipeline in Europe.

Biden can stop the Russian pipeline by fully implementing bipartisan sanctions, but he is choosing to put Russia first and America last.",MISINFORMED_OR_POTENTIALLY_MISLEADING
"Joe Biden’s foreign policy:

-Taliban back in power
-Iran nuclear tests
-North Korea missile launches

President Trump’s foreign policy:

-ISIS defeated
-Hostages home 
-Abraham Accords",MISINFORMED_OR_POTENTIALLY_MISLEADING
"President Biden’s Christmas wishlist: 
➡️ Make Americans pay more for less 
➡️ Hand out amnesty and $450,000 checks to illegal immigrants
➡️ Eliminate clean American energy production to make us more dependent on Russia and OPEC",MISINFORMED_OR_POTENTIALLY_MISLEADING
"I said we would go after the group responsible for the attack on our troops and innocent civilians in Kabul, and we have. My full statement on the strike that U.S. forces took last night against the terrorist group ISIS-K in Afghanistan:  ",MISINFORMED_OR_POTENTIALLY_MISLEADING
"Given the presence of Israeli Defense Forces in this mess, I have a lot of questions as to why this building was demolished in such a rush.  ",MISINFORMED_OR_POTENTIALLY_MISLEADING
"The language AIPAC uses in paid ads to smear and vilify    is virtually identical to the language used in death threats she gets.

Make no mistake: AIPAC is putting Rep. Omar's life at risk with repeated Islamophobic attack ads.  ",MISINFORMED_OR_POTENTIALLY_MISLEADING
Let us #NeverForget that it was the Islamist ideology which inspired the terrorist attacks and declaration of war against America on 9/11. And it is this Islamist ideology that continues to fuel terrorist attacks around the world and …,MISINFORMED_OR_POTENTIALLY_MISLEADING
"""Civil War Coming"" is trending. It's not for various reasons but a big one is the Civil War in 1861 happened when Red States said we are leaving and Blue States waged a war to preserve the Union. Today if Red States wanted to leave Blue states would say ""Check out time is 1PM""",MISINFORMED_OR_POTENTIALLY_MISLEADING
"Under the Trump-Pence Administration, we SOLVED the crisis of illegal immigration on our Southern Border, but Joe Biden and his Administration reinvented it!  ",MISINFORMED_OR_POTENTIALLY_MISLEADING
Efforts Underway to Rescue 50+ U.S. Military Dogs Stranded in Afghanistan,MISINFORMED_OR_POTENTIALLY_MISLEADING
"This dude was a top staffer for Betsy DeVos, and couldn’t be bothered to engage in guidance for teachers during the pandemic. So now, after we’re finally seeing a light at the end of the tunnel, he wants to attack the teachers. 

1/2  ",MISINFORMED_OR_POTENTIALLY_MISLEADING
"Canada has a crisis of kids 7 to 11 killing themselves, they permit adults to walk into clinics, no wait period/no doctor consultation required, and get euthanized. They have destroyed their manufacturing and fossil fuel industry

but they care about you getting Covid, cos? 🤗",MISINFORMED_OR_POTENTIALLY_MISLEADING
I’m just proud of Lebanon for banning the Wonder Woman movie in protest against the Israeli war criminal Gal Gadot. She served in the Israeli colonial military in 2006 during the zionist aggression on Lebanon which killed more than 1000 Lebanese civilian.,MISINFORMED_OR_POTENTIALLY_MISLEADING
"Antifa and BLM attack DC like they helped organize the January 6 attack on Congress. However, so far their role is being concealed.",MISINFORMED_OR_POTENTIALLY_MISLEADING
"January 6 happened. We all saw it. It was a violent attack on American democracy, incited by a president and his enablers and abetters. I want to know what the hell happened. Who the hell was behind it. And I’m certainly not ready to turn any page.",NOT_MISLEADING
"The @IRS should never be spying on your bank account. Under  's tax and spend proposal, the IRS can review every account above a $600 balance, or with more than $600 of transactions in a year. This would be a massive invasion of privacy for normal, law-abiding Americans.  ",MISINFORMED_OR_POTENTIALLY_MISLEADING
"EXCLUSIVE: China wants to put its first Atlantic Ocean military base in Equatorial Guinea, U.S. intelligence shows.  Chinese warships rearming and refitting opposite the U.S. East Coast is a five-alarm scenario for the Pentagon and White House.    via  ",MISINFORMED_OR_POTENTIALLY_MISLEADING
The Waukesha Christmas parade attack was domestic terrorism.,MISINFORMED_OR_POTENTIALLY_MISLEADING
"  Every one thinks that but he just wants to get rid of the military style guns, no one uses them for deer hunting. I feel it's just to build up their manhood.",MISINFORMED_OR_POTENTIALLY_MISLEADING
"A military officer making an unlawful &amp; seditious call for insurrection to overturn the outcome of a presidential election would be courtmartialed, even if retired. The Senate has the duty to hold a Commander-in-Chief similarly accountable.

Donald Trump is guilty as charged.",MISINFORMED_OR_POTENTIALLY_MISLEADING
"Now that we know Trump was setting a booby trap for Biden in Afghanistan, start pulling that thread. If you were out to sabotage Biden, think of every step, every move you'd make, and then understand that's what Trump did.  Trump, Pompeo, Putin are enemies of America.",MISINFORMED_OR_POTENTIALLY_MISLEADING
"82 years ago the USSR-Finland 'Winter War' started fueled by territorial disputes amid forthcoming #WW2 and Third Reich’s enhancing military cooperation with #Finland. Why was Finland viewed by USSR as Hitler’s probable ally? 

Read more➡️   ",MISINFORMED_OR_POTENTIALLY_MISLEADING
"        George Washington gave troops who had not been infected yet the disease, not some gene altering therapy, &amp; oh yeah, there were fighting a war which they couldn’t have everyone get sick all at once.",MISINFORMED_OR_POTENTIALLY_MISLEADING
"    They were asked to leave in May .  Some contractors wanted last $ , some married couldn’t get spouses out due to Trump policy changes . Our Military did a great job even when the Afghanistan Army immediately failed creating more crisis. What’s the solution?",MISINFORMED_OR_POTENTIALLY_MISLEADING
"I inherited the largest budget deficit in the history of the state from the Republicans. 

In just four years, I turned it around and created a record number of jobs. I’ve led Virginia out of crisis before and I’m ready to do it again.",MISINFORMED_OR_POTENTIALLY_MISLEADING
What’s happening in Russia could have been us if Trump won another term.,MISINFORMED_OR_POTENTIALLY_MISLEADING
"1. An AR-15 uses same exact round my M16 used when I served in Marines;

2. Even as an active duty Marine our weapons were stored/locked in an armory &amp; only permitted during training or war;

PS: An AR-15 is a weapon of war &amp; should not belong in the hands of everyday citizens.",MISINFORMED_OR_POTENTIALLY_MISLEADING
"I reported on-the-ground in Seattle for months. I never saw   brutalize protesters, let alone with “chemical weapons.”

However, I did see rioters attack police officers with metal bats, fireworks, and attempted to burn officers alive while setting fire to the East Pct.  ",MISINFORMED_OR_POTENTIALLY_MISLEADING
That “one day in January” was the worst breach of our U.S. Capitol since the War of friggin’ 1812.,MISINFORMED_OR_POTENTIALLY_MISLEADING
"🕯 On September 1, 1939, World War II commenced. What sequence of events pushed the world to the brink? Why was Hitler's war machine not stopped in advance?

👉 Learn about the reasons &amp; underlying motives behind the War &amp; the importance of its lessons - in our retrospect.  ",MISINFORMED_OR_POTENTIALLY_MISLEADING
"The reason some GOP are trying to sow false doubt about accounts of the Capitol attack is bc they know how powerful the testimony really is.

Each story reveals more details + the need for accountability.

You can see mine here:  

&amp; others on CSPAN below ⬇️  ",MISINFORMED_OR_POTENTIALLY_MISLEADING
"There's a saying in emergency management: The first 24 hours are the only 24 hours.

FEMA was ready to deploy to the condo collapse almost immediately, and included the crisis in its daily briefing, but didn't get permission from Gov. DeSantis to get on the ground for a full day.  ",MISINFORMED_OR_POTENTIALLY_MISLEADING
NEW POLL: Most Americans expect a repeat of Jan. 6 attack on Capitol,MISINFORMED_OR_POTENTIALLY_MISLEADING
"Oh, thank God for some good news.

 ⁩ says the viral picture supposedly of military dogs left behind in Kabul, is inaccurate. They affirm NO US Military Dogs were left behind in Afghanistan.

Snowflake Cruz would like a word…

  ",MISINFORMED_OR_POTENTIALLY_MISLEADING
"White supremacist violence is tacitly being fomented by pieces like this one. McWhorter urged people to “resist destructive demands” and press “for the very survival of the institution,” and praised a professor who said the demands would lead to a “’civil war on campus.’” 2/9",MISINFORMED_OR_POTENTIALLY_MISLEADING
"Good morning everyone! 1 year ago today a criminal enterprise was illegally installed by a Coup under military guard in Washington DC, after stealing President  Donald J Trump's reelection landslide victory, and the country hasn't been the same since!",MISINFORMED_OR_POTENTIALLY_MISLEADING
"  We did not stop the expansion of slavery, and enslavers dominated the presidency, Senate and Supreme Court until 1865, when the North was reluctantly drawn into a war that ultimately ended slavery.",MISINFORMED_OR_POTENTIALLY_MISLEADING
"      This specific mRNA keeps ur antibodies in attack mode 24/7 only towards COVID19, so that if &amp; when another virus enters ur body, ur antibodies won’t be able to fight this other virus - meaning u now have a compromised immune system for life. Good luck.",MISINFORMED_OR_POTENTIALLY_MISLEADING
"I ordered flags to be lowered to half-staff to honor the U.S. service members killed in yesterday’s horrific attack in Kabul.

U.S. Marine David Lee Espinoza, a Laredo native, was one of the 13 service members killed.

He was 20 years old.

These heroes should never be forgotten.  ",MISINFORMED_OR_POTENTIALLY_MISLEADING
Matt Taibbi on Bill Maher says there is no Trump Russia connection? What happened to this guy.,MISINFORMED_OR_POTENTIALLY_MISLEADING
"If Joe Biden doesn’t change course, declassified documents say the odds are high that within 90 days Russia will invade Ukraine and take a major step towards reassembling the Soviet Union. It is astounding! Biden is too weak to stand up to Putin. #Verdict    ",MISINFORMED_OR_POTENTIALLY_MISLEADING
"Jaw dropping report just dropped by Project Veritas. Never before seen military Documents obtained by #ProjectVeritas about Gain of Function directly contradict Dr. Fauci testimony under oath. #ExposeFauci

 ",MISINFORMED_OR_POTENTIALLY_MISLEADING
"It’s because they were complicit in the deadliest attack on our Capitol since the War of 1812.
 ",MISINFORMED_OR_POTENTIALLY_MISLEADING
"Good. 

Anyone and everyone involved in the deadliest attack on our Capitol since the War of 1812 must be held fully accountable.
 ",MISINFORMED_OR_POTENTIALLY_MISLEADING
"On January 6th, I didn’t know if I would make it out alive.

Anyone and everyone involved in the planning and execution of the deadliest attack on our Capitol since the War of 1812 must be held fully accountable — full stop.
 ",MISINFORMED_OR_POTENTIALLY_MISLEADING
"This is horrifying.

We must hold every single person who was involved in the deadliest attack on our Capitol since the War of 1812 accountable. They not only attacked us, but our Democracy too. 
 ",MISINFORMED_OR_POTENTIALLY_MISLEADING
"The Big Lie continues to be a pervasive threat to our democracy — even after causing the most deadly attack on our Capitol since 1812.

That’s why we must fully investigate the deadly January 6th riot and hold everyone involved accountable. 
 ",MISINFORMED_OR_POTENTIALLY_MISLEADING
"A former Speaker of the House is threatening jail time for members of Congress who are investigating the violent January 6 attack on our Capitol and our Constitution.  

This is what it looks like when the rule of law unravels.  ",MISINFORMED_OR_POTENTIALLY_MISLEADING
"Terry McAuliffe gave former FBI Director “Andrew McCabe 700,000 dollars . Hes part of the Russia Hoax  ",MISINFORMED_OR_POTENTIALLY_MISLEADING
"Dr. Fauci has very clearly exploited a crisis for his own ego and pursuit of stardom. He has no regard for the businesses destroyed, lives taken from suicide, or the children who have fallen behind in school. But hey, did you see that TV interview he did the other day? #FireFauci",MISINFORMED_OR_POTENTIALLY_MISLEADING
"TONIGHT: I'll be on   to discuss the continued military occupation of Washington, D.C., reports the FBI seized congressional cell phone records following January 6th, and more. TUNE IN to   at 8:15pm ET/7:15pm CT",MISINFORMED_OR_POTENTIALLY_MISLEADING
The United States is really 5 military contractors in a trench coat,MISINFORMED_OR_POTENTIALLY_MISLEADING
Have we ever seen a President attack and malign the free press like Joe Biden has??,MISINFORMED_OR_POTENTIALLY_MISLEADING
We have confirmed the ⁦ ⁩ scoop: A Russian military spy unit offered bounties to Taliban-linked militants to attack coalition forces in Afghanistan. From ⁦ ⁩ ⁦ ⁩ me and ⁦ ⁩,MISINFORMED_OR_POTENTIALLY_MISLEADING
"Breaking via NYT: American officials provided a written briefing in late February to Trump laying out their conclusion that a Russian military intel unit offered and paid bounties to Taliban-linked militants to kill US and coalition troops in Afghanistan.
 ",MISINFORMED_OR_POTENTIALLY_MISLEADING
So Chauvin’s defense is no one saw what they saw and he behaved completely reasonably?,MISINFORMED_OR_POTENTIALLY_MISLEADING
Critical race theory is an attack on our country’s core values.,MISINFORMED_OR_POTENTIALLY_MISLEADING
"Unvaccinated Americans, disproportionately Republican Fox viewers, are fueling the surge, not migrants who are near 100 percent tested and quarantined if positive. Why not talk about the border crisis without dabbling in BS and racist tropes about immigrants.  ",MISINFORMED_OR_POTENTIALLY_MISLEADING
"Fetal tissue was not used in the manufacturing or testing of Regeneron. This a left wing conspiracy theory. It was debunked Oct 8, 2020. Just another person that wants to use false information to attack a political rival.  ",MISINFORMED_OR_POTENTIALLY_MISLEADING
"In an excerpt from her book,   examines how Donald Trump and Mitch McConnell quietly installed hundreds of federal judges, waging an insidious war on the judicial branch bound to shape American life for decades to come—and not for the better.  ",MISINFORMED_OR_POTENTIALLY_MISLEADING
"Biden looked Putin in the eyes, Putin immediately looked away.  ",MISINFORMED_OR_POTENTIALLY_MISLEADING
President Zelensky of Ukraine says NATO has agreed to admit Ukraine into alliance. This is a move President Biden backed.,MISINFORMED_OR_POTENTIALLY_MISLEADING
"I surely hope Joe Biden doesn’t accidentally return the state of Alaska to Putin in their meeting.

I’m praying for America today, because there has never been a more unqualified person negotiating on our behalf.",NOT_MISLEADING
"To correct erroneous reports, the U.S. Military did not leave any dogs in cages at Hamid Karzai International Airport, including the reported military working dogs. Photos circulating online were animals under the care of the Kabul Small Animal Rescue, not dogs under our care.",MISINFORMED_OR_POTENTIALLY_MISLEADING
"#IsraeliTerrorism 
ISRAEL IS DROPPING PHOSPHORUS SHELLS ON RESIDENTIAL AREAS. THIS IS BANNED. ITS A WAR CRIME.
Is this a humanity?
#GazaUnderAttack 
Where is the hell all humanist?  ",MISINFORMED_OR_POTENTIALLY_MISLEADING
"The Georgia voting law — like so many others being pursued by Republicans in statehouses across the country — is a blatant attack on the right to vote, the Constitution, and good conscience.

It’s Jim Crow in the 21st Century — and it must end.",MISINFORMED_OR_POTENTIALLY_MISLEADING
"Fort Lauderdale Mayor: Truck running into Pride parade ""was a terrorist attack against the LGBTQ community""    ",MISINFORMED_OR_POTENTIALLY_MISLEADING
"      You’re excusing an attack on the US Capitol that killed 5 police officers, but I’m the psycho??? Sure lol. Sicknick was literally beaten by a mob. You’re beyond delusional. You’re just lying to yourself now.",MISINFORMED_OR_POTENTIALLY_MISLEADING
Paris this day 2018 - when President Trump declined to travel to a cemetery containing U.S. war dead from World War I. He blamed rain and said “the helicopter couldn’t fly” and that the Secret Service wouldn’t drive him there. Both claims were false (more),MISINFORMED_OR_POTENTIALLY_MISLEADING
Where are you now   @alyssa_milano     and others in Hollywood.  This is your guy! Where are you now? I'm praying for our military that was killed and those left behind because of your guy. P.S. Trump has nothing to do with this.,MISINFORMED_OR_POTENTIALLY_MISLEADING
"Texas is basically a small Soviet Republic at this point, with neighbors spying on neighbors, hoping to collect a cash bounty, in addition to being an apartheid state for nonwhite voters. What woman or POC could possibly feel safe there? To say nothing of the gun proliferation.",MISINFORMED_OR_POTENTIALLY_MISLEADING
"Incredibly, the very people who falsely called the Russia scandal a mere conspiracy theory—despite thousands of pages of evidence establishing collusion—have devised a wholly unsupported conspiracy theory about Steele and his dossier and done so without any public censure at all.",MISINFORMED_OR_POTENTIALLY_MISLEADING
"A Christmas tree is a symbol. It’s a symbol of a specific culture. It’s a symbol of a much-loved tradition that’s hundreds of years old. Above all, it’s a symbol of a religion, the world’s largest. Torching Christmas trees is an attack on Christianity.  ",MISINFORMED_OR_POTENTIALLY_MISLEADING
"The shamelessness of Republicans on the Sunday shows is a sight to behold. You got hundreds of thousands of Americans killed and then helped a deadly attack on the Capitol to stop the peaceful transfer of power! And it’s all “well, shucks why are Democrats so divisive?”",MISINFORMED_OR_POTENTIALLY_MISLEADING
"Americans are paying more for just about everything thanks to the supply chain crisis &amp; rising inflation. 

Just look at these gas prices in California:  ",MISINFORMED_OR_POTENTIALLY_MISLEADING
"He's using the American military against the American people.

He tear-gassed peaceful protesters and fired rubber bullets.

For a photo.

For our children, for the very soul of our country, we must defeat him. But I mean it when I say this: we can only do it together.  ",MISINFORMED_OR_POTENTIALLY_MISLEADING
"Russia didn't exist as a state 40 years ago: it was part of the USSR. If the Soviet KGB really had a programme to cultivate Americans like Trump, there would be numerous former agents in places like Ukraine, Georgia, Armenia, Latvia, etc, who would have exposed it years ago.  ",MISINFORMED_OR_POTENTIALLY_MISLEADING
"40 years ago the USSR was run by two Ukrainians (Brezhnev &amp; Tikhonov). Later came Gorbachev &amp; collapse. Then modern Russia was formed &amp; you had the calamitous Yeltsin years, followed by Putin/Medvedev. Idea Trump could be maintained through all that tumult as an agent is INSANE.",MISINFORMED_OR_POTENTIALLY_MISLEADING
"Joe Biden is no match for Vladimir Putin and the world knows it.

Putin is a trained military professional.

Biden hasn’t done anything but lie for 48 years.",MISINFORMED_OR_POTENTIALLY_MISLEADING
"CBP reports that 188,829 illegal immigrants were encountered at the border in June, debunking Biden’s false claim that his border crisis is seasonal.
 
That’s a new 21-year high.",MISINFORMED_OR_POTENTIALLY_MISLEADING
"So Steve Bannon called me a “beast” today but in a good way. (I think.)

My interview in the War Room along with ⁦ ⁩ on January 6 inside operation and persecuted Americans    ",MISINFORMED_OR_POTENTIALLY_MISLEADING
"🚨🚨I will be joining the WAR ROOM, at 5:00PM ET.🚨🚨

WATCH LIVE HERE:  ",MISINFORMED_OR_POTENTIALLY_MISLEADING
General Flynn is a patriot! The military is getting it done!🇺🇸,MISINFORMED_OR_POTENTIALLY_MISLEADING
The American government is pulling out of #Kabul and leaving behind brave U.S. military contract working dogs to be tortured and killed at the hand of our enemies. We stand ready to bring them home! Read our CEO  's full statement:,MISINFORMED_OR_POTENTIALLY_MISLEADING
"Under Trump:

• Military dog honored for bravery
• Rescued Americans in hostile nations

Under Biden

• Military dogs left in hostile nation
• Americans left behind in hostile nation

Miss the mean tweets yet?",MISINFORMED_OR_POTENTIALLY_MISLEADING
"Radical right-wing pastor Greg Locke used his Sunday service to attack members of his own congregation as hypocrites for complaining that he uses his sermons to rant about politics and spread conspiracy theories: ""You can leave any time you want to.""  ",MISINFORMED_OR_POTENTIALLY_MISLEADING
"The only question that matters is, how does intervening in Ukraine help the core interests of the United States? That’s the one question no one in Washington is asking.  ",MISINFORMED_OR_POTENTIALLY_MISLEADING
