text,label,metadata
"Don’t let the narrative get hijacked: TFG did nothing for 70 days as the virus spread. Allowing a pandemic to take root. 
Then RW media decided for us any form of combating the virus was an attack on our personal freedoms.
Now they want to blame Biden for “not doing enough”?🙄😡",MISINFORMED_OR_POTENTIALLY_MISLEADING,1484539034718380033
"Breaking News: The Republican Party officially declared the Jan. 6 attack on the Capitol “legitimate political discourse” and censured two of its own members, Representatives Liz Cheney and Adam Kinzinger, for investigating it.  ",MISINFORMED_OR_POTENTIALLY_MISLEADING,1489670105768370177
"It was only a question of time before the all-out war on Rogan began. He's way too big and off-key to permit him to keep going. The concept of free speech in the US is a mirage: you have it right up to the line where it matters or can threaten power centers, then you don't.  ",NOT_MISLEADING,1490058591658729473
"#BREAKING 
Taliban have seized dozens of military helicopter and planes at the Kabul airport.  ",MISINFORMED_OR_POTENTIALLY_MISLEADING,1431998115154960388
"The crisis on the border has not made me forget about the stolen election.  

President Trump won in a landslide!",MISINFORMED_OR_POTENTIALLY_MISLEADING,1375642295236616195
"Your occasional reminder that the Covid crisis hoax and the climate crisis hoax are, in fact, the same hoax.

Take a tiny grain of truth, use junk science and vested interests to blow it up out of all proportion to scare ordinary people into giving up their freedom &amp; prosperity.  ",MISINFORMED_OR_POTENTIALLY_MISLEADING,1376645167495659523
The most evocative image to come out of Afghanistan. Disaster for US image as a global super power. This needless haste and panic to exit has caused great loss of face for the US military . These are images far worse than  Saigon and will haunt the US for a long time.  ,MISINFORMED_OR_POTENTIALLY_MISLEADING,1429524347484397568
"This confirms EXACTLY what I have been saying: Former KGB Spy Claims Russia Groomed Trump to Be an Asset for 40 Years, Felt He Was 'Vulnerable Intellectually, and Psychologically'   via @mediaite",MISINFORMED_OR_POTENTIALLY_MISLEADING,1355313484758573056
"This is the latest manipulative take on the right.

They are manipulating the fact that most people don’t know the layout the Capitol complex.

We were all on the Capitol complex - the attack wasn’t just on the dome.

The bombs Trump supporters planted surrounded our offices too.  ",MISINFORMED_OR_POTENTIALLY_MISLEADING,1357025133219700737
"GOP lawmaker falsely claims Jan. 6 attack was not an ""armed insurrection""    ",MISINFORMED_OR_POTENTIALLY_MISLEADING,1393345149208604675
"and after Putin provided the help that Trump welcomed, and Trump became president, he advanced Putin's objectives by defending him, dividing the United States, and weakening NATO  ",MISINFORMED_OR_POTENTIALLY_MISLEADING,1394618979730169856
"@justinjdean   Perpetuating the failed ideology of a racist, xenophobic, misogynist, traitor who is responsible for the attack on our nation’s Capitol and who’s incompetence cost the life of over 400,000 Americans tells me everything I need to know. You keep posting and I’ll keep commenting.",MISINFORMED_OR_POTENTIALLY_MISLEADING,1354826677105405954
"Your friendly Reminder that THIS was a ""SUCCESS""! ALL while the Taliban are using the Biden/Harris Administration's Military equipment to HANG people and parade them HIGH above Afghanistan for ALL to see!
ALL while, they LEFT AMERICANS and Service Dogs BEHIND!
Figure it out, yet?  ",MISINFORMED_OR_POTENTIALLY_MISLEADING,1432872057965006850
"Something bad just went down near Morgantown, WV

A Moderna shipment truck crashed, hazmat dispatched, airspace shut down and now apparently Emergency Response is claiming the Department of Defense took it over 

 ",MISINFORMED_OR_POTENTIALLY_MISLEADING,1432368981030080512
"Joe Biden is actively allowing EVERY COUNTRY ON EARTH to invade us via the southern border. 

How in HELL is he not being impeached yet?!

#FJBiden",MISINFORMED_OR_POTENTIALLY_MISLEADING,1445003054290546689
"With Biden threatening war with nuclear Russia, it’s time for the Judiciary Committee to take up Congresswoman Greene’s first set of Articles of Impeachment.

Joe Biden is compromised because of his son Hunter Biden’s business dealings in Ukraine.

He must be impeached!  ",MISINFORMED_OR_POTENTIALLY_MISLEADING,1485992892279762952
President Biden just confused President Trump with Vladimir Putin after meeting with Putin for nearly FOUR hours.  ,MISINFORMED_OR_POTENTIALLY_MISLEADING,1405217384139460608
"JUST POSTED. How Russiagate denialists use the discredited Steele dossier as a false flag to protect Trump &amp; cover up the Trump-Russia scandal's core elements: Putin attacked the US to help Trump win &amp; Trump aided &amp; abetted that assault. Please read &amp; RT.
 ",MISINFORMED_OR_POTENTIALLY_MISLEADING,1461697613942636552
"NEW: Ashli Babbitt cheated on her husband with someone else’s boyfriend, then hunted the woman whose boyfriend it was down &amp; purposely rammed into her car 3 times in a row. 

Then Babbitt participated in the Jan. 6th domestic terror attack on the Capitol.

This is the GOP’s hero.  ",MISINFORMED_OR_POTENTIALLY_MISLEADING,1478010104674983940
      No not Russia Russia Russia again!  That has been debunked!  Please refer to mueller report!  Sheep!!!!,MISINFORMED_OR_POTENTIALLY_MISLEADING,1356323692389740547
"Why did President Biden barely address the border crisis last night? 

Because he created it and has no plan to fix it.",MISINFORMED_OR_POTENTIALLY_MISLEADING,1387821163624243209
"Kamala Harris has been border crisis manager for over 50 days.
 
Meanwhile, border encounters reached a 20-year high, 1,500 illegal immigrants escape into the U.S. per day, and criminal activity has boomed.
 
And she still hasn’t even visited the border.",MISINFORMED_OR_POTENTIALLY_MISLEADING,1393630010506874880
"California Democrats

➡️ Attack energy jobs in California
➡️ Refuse to send kids back to school
➡️ Neglect massive increases in homelessness

It’s time for a change in Sacramento.  ",MISINFORMED_OR_POTENTIALLY_MISLEADING,1403159799123038211
"President Biden canceled an American pipeline and eliminated good-paying jobs. Now he is letting Vladimir Putin have a pipeline in Europe.

Biden can stop the Russian pipeline by fully implementing bipartisan sanctions, but he is choosing to put Russia first and America last.",MISINFORMED_OR_POTENTIALLY_MISLEADING,1417962569583767567
"Joe Biden’s foreign policy:

-Taliban back in power
-Iran nuclear tests
-North Korea missile launches

President Trump’s foreign policy:

-ISIS defeated
-Hostages home 
-Abraham Accords",MISINFORMED_OR_POTENTIALLY_MISLEADING,1438249367123660800
"President Biden’s Christmas wishlist: 
➡️ Make Americans pay more for less 
➡️ Hand out amnesty and $450,000 checks to illegal immigrants
➡️ Eliminate clean American energy production to make us more dependent on Russia and OPEC",MISINFORMED_OR_POTENTIALLY_MISLEADING,1464752733613957130
"I said we would go after the group responsible for the attack on our troops and innocent civilians in Kabul, and we have. My full statement on the strike that U.S. forces took last night against the terrorist group ISIS-K in Afghanistan:  ",MISINFORMED_OR_POTENTIALLY_MISLEADING,1431693843980771335
"Given the presence of Israeli Defense Forces in this mess, I have a lot of questions as to why this building was demolished in such a rush.  ",MISINFORMED_OR_POTENTIALLY_MISLEADING,1411894187931353088
"The language AIPAC uses in paid ads to smear and vilify    is virtually identical to the language used in death threats she gets.

Make no mistake: AIPAC is putting Rep. Omar's life at risk with repeated Islamophobic attack ads.  ",MISINFORMED_OR_POTENTIALLY_MISLEADING,1425479000487571466
Let us #NeverForget that it was the Islamist ideology which inspired the terrorist attacks and declaration of war against America on 9/11. And it is this Islamist ideology that continues to fuel terrorist attacks around the world and …,MISINFORMED_OR_POTENTIALLY_MISLEADING,1436768723491180545
"""Civil War Coming"" is trending. It's not for various reasons but a big one is the Civil War in 1861 happened when Red States said we are leaving and Blue States waged a war to preserve the Union. Today if Red States wanted to leave Blue states would say ""Check out time is 1PM""",MISINFORMED_OR_POTENTIALLY_MISLEADING,1447180552717676549
"Under the Trump-Pence Administration, we SOLVED the crisis of illegal immigration on our Southern Border, but Joe Biden and his Administration reinvented it!  ",MISINFORMED_OR_POTENTIALLY_MISLEADING,1454093163241553926
Efforts Underway to Rescue 50+ U.S. Military Dogs Stranded in Afghanistan  ,MISINFORMED_OR_POTENTIALLY_MISLEADING,1432838113806753792
"This dude was a top staffer for Betsy DeVos, and couldn’t be bothered to engage in guidance for teachers during the pandemic. So now, after we’re finally seeing a light at the end of the tunnel, he wants to attack the teachers. 

1/2  ",MISINFORMED_OR_POTENTIALLY_MISLEADING,1413206018398425089
"Canada has a crisis of kids 7 to 11 killing themselves, they permit adults to walk into clinics, no wait period/no doctor consultation required, and get euthanized. They have destroyed their manufacturing and fossil fuel industry

but they care about you getting Covid, cos? 🤗",MISINFORMED_OR_POTENTIALLY_MISLEADING,1391241028460482561
I’m just proud of Lebanon for banning the Wonder Woman movie in protest against the Israeli war criminal Gal Gadot. She served in the Israeli colonial military in 2006 during the zionist aggression on Lebanon which killed more than 1000 Lebanese civilian.  ,MISINFORMED_OR_POTENTIALLY_MISLEADING,1392529105170665482
"Antifa and BLM attack DC like they helped organize the January 6 attack on Congress. However, so far their role is being concealed.",MISINFORMED_OR_POTENTIALLY_MISLEADING,1358485526421110789
"January 6 happened. We all saw it. It was a violent attack on American democracy, incited by a president and his enablers and abetters. I want to know what the hell happened. Who the hell was behind it. And I’m certainly not ready to turn any page.",NOT_MISLEADING,1355219209567956992
"The @IRS should never be spying on your bank account. Under  's tax and spend proposal, the IRS can review every account above a $600 balance, or with more than $600 of transactions in a year. This would be a massive invasion of privacy for normal, law-abiding Americans.  ",MISINFORMED_OR_POTENTIALLY_MISLEADING,1450487304364122116
"EXCLUSIVE: China wants to put its first Atlantic Ocean military base in Equatorial Guinea, U.S. intelligence shows.  Chinese warships rearming and refitting opposite the U.S. East Coast is a five-alarm scenario for the Pentagon and White House.    via  ",MISINFORMED_OR_POTENTIALLY_MISLEADING,1467558955794771970
The Waukesha Christmas parade attack was domestic terrorism.,MISINFORMED_OR_POTENTIALLY_MISLEADING,1462788335122976776
"  Every one thinks that but he just wants to get rid of the military style guns, no one uses them for deer hunting. I feel it's just to build up their manhood.",MISINFORMED_OR_POTENTIALLY_MISLEADING,1356050280249487360
"A military officer making an unlawful &amp; seditious call for insurrection to overturn the outcome of a presidential election would be courtmartialed, even if retired. The Senate has the duty to hold a Commander-in-Chief similarly accountable.

Donald Trump is guilty as charged.",MISINFORMED_OR_POTENTIALLY_MISLEADING,1359977168965632005
"Now that we know Trump was setting a booby trap for Biden in Afghanistan, start pulling that thread. If you were out to sabotage Biden, think of every step, every move you'd make, and then understand that's what Trump did.  Trump, Pompeo, Putin are enemies of America.",MISINFORMED_OR_POTENTIALLY_MISLEADING,1428123672838086656
"82 years ago the USSR-Finland 'Winter War' started fueled by territorial disputes amid forthcoming #WW2 and Third Reich’s enhancing military cooperation with #Finland. Why was Finland viewed by USSR as Hitler’s probable ally? 

Read more➡️   ",MISINFORMED_OR_POTENTIALLY_MISLEADING,1465640339113455622
"        George Washington gave troops who had not been infected yet the disease, not some gene altering therapy, &amp; oh yeah, there were fighting a war which they couldn’t have everyone get sick all at once.",MISINFORMED_OR_POTENTIALLY_MISLEADING,1448848212522151936
"    They were asked to leave in May .  Some contractors wanted last $ , some married couldn’t get spouses out due to Trump policy changes . Our Military did a great job even when the Afghanistan Army immediately failed creating more crisis. What’s the solution?",MISINFORMED_OR_POTENTIALLY_MISLEADING,1438869098360827916
"I inherited the largest budget deficit in the history of the state from the Republicans. 

In just four years, I turned it around and created a record number of jobs. I’ve led Virginia out of crisis before and I’m ready to do it again.",MISINFORMED_OR_POTENTIALLY_MISLEADING,1403056372502040576
What’s happening in Russia could have been us if Trump won another term.,MISINFORMED_OR_POTENTIALLY_MISLEADING,1356041652893175816
"1. An AR-15 uses same exact round my M16 used when I served in Marines;

2. Even as an active duty Marine our weapons were stored/locked in an armory &amp; only permitted during training or war;

PS: An AR-15 is a weapon of war &amp; should not belong in the hands of everyday citizens.",MISINFORMED_OR_POTENTIALLY_MISLEADING,1374149843246006272
"I reported on-the-ground in Seattle for months. I never saw   brutalize protesters, let alone with “chemical weapons.”

However, I did see rioters attack police officers with metal bats, fireworks, and attempted to burn officers alive while setting fire to the East Pct.  ",MISINFORMED_OR_POTENTIALLY_MISLEADING,1359288867321389057
That “one day in January” was the worst breach of our U.S. Capitol since the War of friggin’ 1812.  ,MISINFORMED_OR_POTENTIALLY_MISLEADING,1445496443536478209
"🕯 On September 1, 1939, World War II commenced. What sequence of events pushed the world to the brink? Why was Hitler's war machine not stopped in advance?

👉 Learn about the reasons &amp; underlying motives behind the War &amp; the importance of its lessons - in our retrospect.  ",MISINFORMED_OR_POTENTIALLY_MISLEADING,1433106905484955660
"The reason some GOP are trying to sow false doubt about accounts of the Capitol attack is bc they know how powerful the testimony really is.

Each story reveals more details + the need for accountability.

You can see mine here:  

&amp; others on CSPAN below ⬇️  ",MISINFORMED_OR_POTENTIALLY_MISLEADING,1357701362776178688
"There's a saying in emergency management: The first 24 hours are the only 24 hours.

FEMA was ready to deploy to the condo collapse almost immediately, and included the crisis in its daily briefing, but didn't get permission from Gov. DeSantis to get on the ground for a full day.  ",MISINFORMED_OR_POTENTIALLY_MISLEADING,1408855547852513289
NEW POLL: Most Americans expect a repeat of Jan. 6 attack on Capitol    ,MISINFORMED_OR_POTENTIALLY_MISLEADING,1478715422929268736
"Oh, thank God for some good news.

 ⁩ says the viral picture supposedly of military dogs left behind in Kabul, is inaccurate. They affirm NO US Military Dogs were left behind in Afghanistan.

Snowflake Cruz would like a word…

  ",MISINFORMED_OR_POTENTIALLY_MISLEADING,1432855503848235011
"White supremacist violence is tacitly being fomented by pieces like this one. McWhorter urged people to “resist destructive demands” and press “for the very survival of the institution,” and praised a professor who said the demands would lead to a “’civil war on campus.’” 2/9",MISINFORMED_OR_POTENTIALLY_MISLEADING,1355587191431376897
"Good morning everyone! 1 year ago today a criminal enterprise was illegally installed by a Coup under military guard in Washington DC, after stealing President  Donald J Trump's reelection landslide victory, and the country hasn't been the same since!",MISINFORMED_OR_POTENTIALLY_MISLEADING,1484133053781917698
"  We did not stop the expansion of slavery, and enslavers dominated the presidency, Senate and Supreme Court until 1865, when the North was reluctantly drawn into a war that ultimately ended slavery.",MISINFORMED_OR_POTENTIALLY_MISLEADING,1478049554603909123
"      This specific mRNA keeps ur antibodies in attack mode 24/7 only towards COVID19, so that if &amp; when another virus enters ur body, ur antibodies won’t be able to fight this other virus - meaning u now have a compromised immune system for life. Good luck.",MISINFORMED_OR_POTENTIALLY_MISLEADING,1376588201444450310
"I ordered flags to be lowered to half-staff to honor the U.S. service members killed in yesterday’s horrific attack in Kabul.

U.S. Marine David Lee Espinoza, a Laredo native, was one of the 13 service members killed.

He was 20 years old.

These heroes should never be forgotten.  ",MISINFORMED_OR_POTENTIALLY_MISLEADING,1431309292645371905
Matt Taibbi on Bill Maher says there is no Trump Russia connection? What happened to this guy.,MISINFORMED_OR_POTENTIALLY_MISLEADING,1444129786306105344
"If Joe Biden doesn’t change course, declassified documents say the odds are high that within 90 days Russia will invade Ukraine and take a major step towards reassembling the Soviet Union. It is astounding! Biden is too weak to stand up to Putin. #Verdict    ",MISINFORMED_OR_POTENTIALLY_MISLEADING,1469474553768431618
"Jaw dropping report just dropped by Project Veritas. Never before seen military Documents obtained by #ProjectVeritas about Gain of Function directly contradict Dr. Fauci testimony under oath. #ExposeFauci

 ",MISINFORMED_OR_POTENTIALLY_MISLEADING,1480761293581819904
"It’s because they were complicit in the deadliest attack on our Capitol since the War of 1812.
 ",MISINFORMED_OR_POTENTIALLY_MISLEADING,1446192351811096581
"Good. 

Anyone and everyone involved in the deadliest attack on our Capitol since the War of 1812 must be held fully accountable.
 ",MISINFORMED_OR_POTENTIALLY_MISLEADING,1448366679021346817
"On January 6th, I didn’t know if I would make it out alive.

Anyone and everyone involved in the planning and execution of the deadliest attack on our Capitol since the War of 1812 must be held fully accountable — full stop.
 ",MISINFORMED_OR_POTENTIALLY_MISLEADING,1452715333232611335
"This is horrifying.

We must hold every single person who was involved in the deadliest attack on our Capitol since the War of 1812 accountable. They not only attacked us, but our Democracy too. 
 ",MISINFORMED_OR_POTENTIALLY_MISLEADING,1456388288160358401
"The Big Lie continues to be a pervasive threat to our democracy — even after causing the most deadly attack on our Capitol since 1812.

That’s why we must fully investigate the deadly January 6th riot and hold everyone involved accountable. 
 ",MISINFORMED_OR_POTENTIALLY_MISLEADING,1478127782341357568
"A former Speaker of the House is threatening jail time for members of Congress who are investigating the violent January 6 attack on our Capitol and our Constitution.  

This is what it looks like when the rule of law unravels.  ",MISINFORMED_OR_POTENTIALLY_MISLEADING,1485332371981406212
"Terry McAuliffe gave former FBI Director “Andrew McCabe 700,000 dollars . Hes part of the Russia Hoax  ",MISINFORMED_OR_POTENTIALLY_MISLEADING,1448629725115650048
"Dr. Fauci has very clearly exploited a crisis for his own ego and pursuit of stardom. He has no regard for the businesses destroyed, lives taken from suicide, or the children who have fallen behind in school. But hey, did you see that TV interview he did the other day? #FireFauci",MISINFORMED_OR_POTENTIALLY_MISLEADING,1364207540091969540
"TONIGHT: I'll be on   to discuss the continued military occupation of Washington, D.C., reports the FBI seized congressional cell phone records following January 6th, and more. TUNE IN to   at 8:15pm ET/7:15pm CT",MISINFORMED_OR_POTENTIALLY_MISLEADING,1365081910909816834
The United States is really 5 military contractors in a trench coat  ,MISINFORMED_OR_POTENTIALLY_MISLEADING,1463286647680745476
Have we ever seen a President attack and malign the free press like Joe Biden has??,MISINFORMED_OR_POTENTIALLY_MISLEADING,1485753654854438916
We have confirmed the ⁦ ⁩ scoop: A Russian military spy unit offered bounties to Taliban-linked militants to attack coalition forces in Afghanistan. From ⁦ ⁩ ⁦ ⁩ me and ⁦ ⁩   ,MISINFORMED_OR_POTENTIALLY_MISLEADING,1276735865008656386
"Breaking via NYT: American officials provided a written briefing in late February to Trump laying out their conclusion that a Russian military intel unit offered and paid bounties to Taliban-linked militants to kill US and coalition troops in Afghanistan.
 ",MISINFORMED_OR_POTENTIALLY_MISLEADING,1277786484020396034
So Chauvin’s defense is no one saw what they saw and he behaved completely reasonably?,MISINFORMED_OR_POTENTIALLY_MISLEADING,1384208280109518850
Critical race theory is an attack on our country’s core values.,MISINFORMED_OR_POTENTIALLY_MISLEADING,1404980763557347334
"Unvaccinated Americans, disproportionately Republican Fox viewers, are fueling the surge, not migrants who are near 100 percent tested and quarantined if positive. Why not talk about the border crisis without dabbling in BS and racist tropes about immigrants.  ",MISINFORMED_OR_POTENTIALLY_MISLEADING,1424732703283417088
"Fetal tissue was not used in the manufacturing or testing of Regeneron. This a left wing conspiracy theory. It was debunked Oct 8, 2020. Just another person that wants to use false information to attack a political rival.  ",MISINFORMED_OR_POTENTIALLY_MISLEADING,1433315491070742533
"In an excerpt from her book,   examines how Donald Trump and Mitch McConnell quietly installed hundreds of federal judges, waging an insidious war on the judicial branch bound to shape American life for decades to come—and not for the better.  ",MISINFORMED_OR_POTENTIALLY_MISLEADING,1402242335925276674
"Biden looked Putin in the eyes, Putin immediately looked away.  ",MISINFORMED_OR_POTENTIALLY_MISLEADING,1405126328538501124
President Zelensky of Ukraine says NATO has agreed to admit Ukraine into alliance. This is a move President Biden backed.  ,MISINFORMED_OR_POTENTIALLY_MISLEADING,1404518426224234496
"I surely hope Joe Biden doesn’t accidentally return the state of Alaska to Putin in their meeting.

I’m praying for America today, because there has never been a more unqualified person negotiating on our behalf.",NOT_MISLEADING,1405131582202073091
"To correct erroneous reports, the U.S. Military did not leave any dogs in cages at Hamid Karzai International Airport, including the reported military working dogs. Photos circulating online were animals under the care of the Kabul Small Animal Rescue, not dogs under our care.",MISINFORMED_OR_POTENTIALLY_MISLEADING,1432733998892175370
"#IsraeliTerrorism 
ISRAEL IS DROPPING PHOSPHORUS SHELLS ON RESIDENTIAL AREAS. THIS IS BANNED. ITS A WAR CRIME.
Is this a humanity?
#GazaUnderAttack 
Where is the hell all humanist?  ",MISINFORMED_OR_POTENTIALLY_MISLEADING,1392299020513595396
"The Georgia voting law — like so many others being pursued by Republicans in statehouses across the country — is a blatant attack on the right to vote, the Constitution, and good conscience.

It’s Jim Crow in the 21st Century — and it must end.",MISINFORMED_OR_POTENTIALLY_MISLEADING,1375562706401566726
"Fort Lauderdale Mayor: Truck running into Pride parade ""was a terrorist attack against the LGBTQ community""    ",MISINFORMED_OR_POTENTIALLY_MISLEADING,1406618105950900224
"      You’re excusing an attack on the US Capitol that killed 5 police officers, but I’m the psycho??? Sure lol. Sicknick was literally beaten by a mob. You’re beyond delusional. You’re just lying to yourself now.",MISINFORMED_OR_POTENTIALLY_MISLEADING,1380900654403579905
Paris this day 2018 - when President Trump declined to travel to a cemetery containing U.S. war dead from World War I. He blamed rain and said “the helicopter couldn’t fly” and that the Secret Service wouldn’t drive him there. Both claims were false (more)  ,MISINFORMED_OR_POTENTIALLY_MISLEADING,1458591539601584134
Where are you now   @alyssa_milano     and others in Hollywood.  This is your guy! Where are you now? I'm praying for our military that was killed and those left behind because of your guy. P.S. Trump has nothing to do with this.  ,MISINFORMED_OR_POTENTIALLY_MISLEADING,1432386521051451392
"Texas is basically a small Soviet Republic at this point, with neighbors spying on neighbors, hoping to collect a cash bounty, in addition to being an apartheid state for nonwhite voters. What woman or POC could possibly feel safe there? To say nothing of the gun proliferation.",MISINFORMED_OR_POTENTIALLY_MISLEADING,1433521911607214086
"Incredibly, the very people who falsely called the Russia scandal a mere conspiracy theory—despite thousands of pages of evidence establishing collusion—have devised a wholly unsupported conspiracy theory about Steele and his dossier and done so without any public censure at all.",MISINFORMED_OR_POTENTIALLY_MISLEADING,1363909623812620289
"A Christmas tree is a symbol. It’s a symbol of a specific culture. It’s a symbol of a much-loved tradition that’s hundreds of years old. Above all, it’s a symbol of a religion, the world’s largest. Torching Christmas trees is an attack on Christianity.  ",MISINFORMED_OR_POTENTIALLY_MISLEADING,1468759020731355137
"The shamelessness of Republicans on the Sunday shows is a sight to behold. You got hundreds of thousands of Americans killed and then helped a deadly attack on the Capitol to stop the peaceful transfer of power! And it’s all “well, shucks why are Democrats so divisive?”",MISINFORMED_OR_POTENTIALLY_MISLEADING,1358436626196742146
"Americans are paying more for just about everything thanks to the supply chain crisis &amp; rising inflation. 

Just look at these gas prices in California:  ",MISINFORMED_OR_POTENTIALLY_MISLEADING,1451223703283458051
"He's using the American military against the American people.

He tear-gassed peaceful protesters and fired rubber bullets.

For a photo.

For our children, for the very soul of our country, we must defeat him. But I mean it when I say this: we can only do it together.  ",MISINFORMED_OR_POTENTIALLY_MISLEADING,1267634400080117761
